CustomerID,RecencyDays,Frequency,Monetary
14778,127,2,730.86
14779,280,3,386.15
14780,54,2,447.68
14781,420,1,0.0
14782,319,1,200.1
14783,655,2,307.3
14784,26,3,449.93
14785,10,2,77.4
14786,550,1,90.96
14787,471,1,110.65
14788,7,3,1156.32
14789,28,1,197.64
14790,16,10,2526.62
14791,606,1,303.63
14792,63,2,6.2
14793,4,3,625.9
14794,2,13,1953.9
14795,166,1,131.45
14796,1,39,10889.64
14797,507,1,300.31
14798,52,9,724.31
14799,51,2,338.15
14800,47,23,7774.32
14801,61,1,193.14
14802,430,6,1502.98
14803,162,3,845.55
14804,8,1,353.27
14805,15,7,1104.64
14806,75,2,303.43
14807,390,2,519.29
14808,39,15,2741.17
14809,621,2,686.76
14810,40,13,2537.02
14811,387,1,170.5
14812,598,1,185.8
14813,369,4,1090.87
14814,581,1,160.46
14815,36,2,778.5
14816,197,1,271.85
14817,200,9,3959.86
14818,73,6,1170.41
14819,64,4,470.16
14820,21,9,1274.76
14821,366,7,1286.45
14822,485,1,157.7
14823,180,3,321.43
14824,10,12,4022.91
14825,3,27,4925.08
14826,581,2,385.2
14828,196,14,9839.46
14829,29,9,1692.84
14830,53,1,197.13
14831,574,7,1676.57
14832,630,3,322.69
14833,498,1,94.8
14834,17,9,2206.16
14835,527,3,297.0
14836,10,3,102.45
14837,89,12,3460.32
14838,423,2,773.67
14839,418,3,915.28
14840,267,3,362.71
14841,53,14,7163.0
14842,35,8,2824.69
14843,436,1,211.8
14844,63,12,6702.43
14845,599,1,150.0
14846,423,2,437.4
14847,148,4,1348.95
14848,404,1,310.56
14849,21,50,15763.45
14850,311,9,1794.01
14851,23,3,829.41
14852,58,21,6147.18
14853,8,7,1376.87
14854,78,14,4322.86
14855,119,7,6520.3
14856,36,3,1311.38
14857,59,10,3651.85
14858,505,1,180.75
14859,12,6,1705.64
14860,8,2,170.32
14861,52,14,1380.73
14862,25,2,841.2
14863,29,1,266.76
14864,731,1,0.0
14865,7,4,129.72
14866,10,20,20850.22
14867,185,19,2952.06
14868,3,13,4184.01
14869,3,9,2804.24
14870,261,9,1838.95
14871,3,9,1258.97
14872,480,4,816.6
14873,210,2,854.13
14874,535,1,116.18
14875,9,7,2862.4
14876,521,2,256.7
14877,418,2,437.0
14878,12,28,4105.24
14879,684,1,185.06
14880,77,3,706.19
14881,19,1,255.4
14882,26,15,3628.15
14883,18,7,761.59
14884,669,1,120.6
14885,131,4,1598.12
14886,252,1,364.8
14887,79,1,1862.0
14888,207,1,369.2
14889,336,1,135.9
14890,253,3,817.25
14891,148,4,1106.73
14892,690,1,202.35
14893,9,6,1809.61
14894,85,5,1492.81
14895,7,48,25119.54
14896,204,10,2092.42
14897,7,9,3140.54
14898,23,18,3507.81
14899,395,1,1384.88
14900,522,1,13.92
14901,11,13,2289.65
14902,21,5,1035.62
14903,21,10,2810.63
14904,2,4,1640.64
14905,154,10,1971.39
14906,445,3,68.44
14907,3,23,6165.79
14908,74,2,381.9
14909,428,5,1404.68
14910,2,7,434.35
14911,1,510,295972.63
14912,16,11,1889.25
14913,35,8,4073.13
14914,605,1,0.0
14915,85,13,1811.25
14916,70,11,3042.95
14917,596,2,1123.75
14918,115,9,5955.81
14919,539,1,359.35
14920,212,3,1607.17
14921,30,2,1316.07
14922,393,2,843.74
14923,50,1,749.1
14924,245,3,931.01
14925,731,1,0.0
14926,381,3,359.4
14927,396,1,308.2
14928,619,2,223.91
14929,32,2,836.69
14930,108,9,5246.63
14931,4,6,1257.68
14932,365,2,1029.66
14933,443,5,1770.0
14934,72,9,3503.5
14935,297,2,2849.83
14936,9,14,12410.81
14937,56,4,1621.88
14938,502,4,2322.43
14939,630,1,0.0
14940,417,2,531.49
14941,578,1,182.1
14942,401,5,746.56
14943,663,1,107.62
14944,29,24,9784.67
14945,413,1,179.4
14946,14,1,100.9
14947,72,6,1049.79
14948,23,7,1101.97
14949,459,6,515.0
14950,8,2,371.2
14951,79,1,311.69
14952,46,43,17629.35
14953,25,5,1013.77
14954,12,2,503.44
14955,732,1,163.77
14956,421,1,1325.0
14957,253,2,333.29
14958,147,6,957.94
14959,59,5,695.42
14960,8,2,221.27
14961,10,28,16410.15
14962,270,4,366.91
14963,9,13,3164.48
14964,247,1,206.21
14965,96,2,599.0
14966,14,6,1115.84
14967,49,7,1982.61
14968,30,2,504.99
14969,703,1,906.23
14970,68,16,4919.35
14971,35,3,1116.57
14972,128,2,145.07
14973,107,3,1314.45
14974,37,1,114.39
14975,57,2,472.39
14976,57,8,790.86
14977,725,1,31.93
14978,72,12,3142.14
14979,735,1,439.46
14980,737,1,150.68
14981,246,3,372.92
14982,572,1,237.78
14983,689,1,183.2
14984,19,6,1271.41
14985,198,2,296.75
14986,376,2,566.9
14987,15,9,1713.85
14988,211,7,2066.6
14989,661,1,342.4
14990,612,2,305.42
14991,430,1,314.67
14992,442,1,210.5
14993,563,1,36.13
14994,382,8,960.63
14995,38,2,233.23
14996,481,2,442.29
14997,46,5,776.6
14998,170,4,770.73
14999,592,1,129.48
15000,47,1,490.52
15001,394,2,230.86
15002,115,9,4817.28
15003,473,7,1060.7
15004,147,1,1246.32
15005,15,76,14106.2
15006,51,2,825.14
15007,159,1,156.91
15008,480,2,360.0
15009,12,3,1261.78
15010,35,1,308.94
15011,395,2,416.6
15012,53,3,860.62
15013,487,10,1641.3
15014,43,2,260.17
15015,501,20,2365.02
15016,172,6,630.3
15017,33,1,125.58
15018,38,4,607.46
15019,266,1,266.0
15020,379,1,203.42
15021,8,17,2783.83
15022,11,5,1186.09
15023,3,23,12170.68
15024,9,16,4075.51
15025,33,2,1013.09
15026,80,5,1061.61
15027,30,13,3195.6
15028,8,6,1157.71
15029,618,2,365.1
15030,71,9,1979.91
15031,4,16,3156.58
15032,256,10,13780.65
15033,4,11,2586.67
15034,15,17,8313.4
15035,89,1,252.73
15036,72,3,465.55
15037,376,2,402.51
15038,43,10,1309.86
15039,9,107,40031.43
15040,541,1,7.49
15041,170,2,294.02
15042,199,2,315.45
15043,31,6,2873.8
15044,19,47,16204.33
15045,151,3,735.66
15046,9,28,7812.39
15047,269,1,343.62
15048,65,5,482.75
15049,273,1,121.17
15050,25,7,4193.79
15051,23,10,3935.16
15052,319,1,215.78
15053,4,3,697.79
15054,12,2,302.1
15055,474,3,560.07
15056,520,1,133.45
15057,275,6,3255.96
15058,25,17,3410.03
15059,40,27,3523.57
15060,8,4,303.09
15061,3,138,137818.52
15062,71,8,2585.62
15063,213,1,370.8
15064,410,4,1254.41
15065,37,7,3326.86
15066,31,2,893.59
15067,78,6,3877.88
15068,46,4,1176.85
15069,179,1,1109.53
15070,372,3,843.25
15071,93,4,1455.56
15072,479,1,187.52
15073,9,9,2788.02
15074,105,3,1566.33
15075,77,1,773.03
15076,172,5,1447.74
15077,456,4,2428.08
15078,7,64,17761.88
15079,212,17,3767.35
15080,427,2,546.25
15081,22,13,1965.72
15082,668,1,93.35
15083,256,1,88.2
15084,379,2,965.2
15085,729,1,347.54
15086,564,2,218.53
15087,281,1,306.94
15088,21,3,1160.07
15089,10,6,2420.84
15090,308,1,381.32
15091,53,6,1046.61
15092,215,4,776.46
15093,18,34,14326.11
15094,463,2,83.0
15095,103,11,3141.64
15096,42,1,219.39
15097,4,5,908.35
15098,182,5,39916.5
15099,84,1,410.48
15100,330,14,2894.7
15101,8,11,1477.94
15102,530,2,554.67
15103,31,2,703.36
15104,166,3,1027.44
15105,18,9,3094.91
15106,17,7,1422.52
15107,311,12,940.35
15108,141,5,1300.25
15109,240,4,983.1
15110,23,9,1505.85
15111,29,5,2730.87
15112,611,1,209.4
15113,9,4,3609.33
15114,30,12,3400.12
15115,18,3,531.85
15116,17,4,1352.75
15117,14,9,2485.97
15118,134,1,244.8
15119,245,1,266.4
15120,129,2,358.82
15121,50,2,457.72
15122,85,16,4497.47
15123,7,5,4656.17
15124,22,4,450.82
15125,25,36,17024.87
15126,536,2,449.49
15127,65,2,711.5
15128,60,9,1783.68
15129,50,23,6860.18
15130,169,1,330.11
15131,394,1,80.28
15132,18,5,977.93
15133,127,5,1806.9
15134,14,10,1596.29
15135,233,3,305.68
15136,2,5,1286.7
15137,520,5,823.4
15138,385,2,502.52
15139,239,2,178.96
15140,52,9,3243.69
15141,457,9,1388.47
15142,46,7,2619.92
15143,225,2,563.63
15144,8,33,12160.31
15145,4,4,1194.73
15146,164,3,1327.16
15147,218,2,623.5
15148,10,1,301.29
15149,133,5,1554.61
15150,17,14,9001.08
15151,423,2,2085.61
15152,9,18,5263.83
15153,31,1,329.25
15154,74,4,1388.41
15155,383,1,383.97
15156,1,3,961.49
15157,3,7,2654.11
15158,45,3,606.02
15159,1,38,22116.73
15160,357,4,589.27
15161,388,1,119.92
15162,728,2,312.9
15163,18,2,304.47
15164,68,10,2068.92
15165,373,1,975.5
15166,467,1,167.16
15167,320,5,1659.67
15168,25,1,106.56
15169,382,2,569.22
15170,406,1,81.15
15171,324,2,1289.5
15172,8,5,1624.05
15173,380,8,1494.6
15174,322,2,481.46
15175,71,1,224.14
15176,596,2,988.04
15177,425,1,948.93
15178,260,1,40.5
15179,18,17,7491.92
15180,367,3,904.43
15181,66,8,1200.2
15182,154,14,2998.95
15183,547,4,639.93
15184,29,4,689.95
15185,70,1,310.62
15186,14,5,1403.2
15187,1,18,4777.18
15188,725,1,310.43
15189,1,58,17524.38
15190,434,1,834.44
15191,463,3,588.05
15192,119,5,1981.39
15193,60,1,499.32
15194,3,39,12427.69
15195,2,1,3861.0
15196,432,2,316.25
15197,8,10,1877.51
15198,92,6,571.35
15199,59,10,3122.4
15200,494,1,549.05
15201,78,14,1842.95
15202,420,8,6001.49
15203,25,15,4400.18
15204,357,1,316.58
15205,85,3,653.24
15206,10,4,420.3
15207,409,5,683.92
15208,1,7,970.52
15209,730,1,178.98
15210,225,3,1176.19
15211,60,2,1277.48
15212,239,3,208.28
15213,318,3,328.35
15214,1,8,1661.44
15215,44,11,2422.43
15216,87,2,486.09
15217,563,1,426.24
15218,10,25,11516.57
15219,176,2,685.45
15220,51,7,1778.96
15221,366,7,2465.45
15222,318,17,3550.91
15223,225,6,1417.95
15224,358,8,871.36
15225,234,1,409.4
15226,310,1,154.41
15227,36,9,2488.49
15228,66,7,5580.27
15229,586,1,160.5
15230,239,2,429.6
15231,596,2,250.26
15232,113,2,612.06
15233,401,1,59.4
15234,276,1,197.0
15235,217,16,2937.81
15236,298,1,321.05
15237,1,4,1412.32
15238,29,5,1071.99
15239,10,3,780.59
15240,44,20,4459.98
15241,66,12,3050.16
15242,422,1,302.04
15243,74,2,927.28
15244,65,4,912.08
15245,134,8,4610.84
15246,238,3,780.4
15247,122,4,976.06
15248,411,4,1893.93
15249,31,21,9266.0
15250,640,1,60.0
15251,9,31,20324.54
15252,36,7,2103.41
15253,16,12,2055.09
15254,127,4,1088.35
15255,66,11,3729.42
15256,148,2,170.4
15257,281,3,685.9
15258,168,2,623.16
15259,512,4,1182.38
15260,100,30,9188.23
15261,135,4,1508.0
15262,323,3,418.82
15263,106,1,156.51
15264,64,3,848.4
15265,151,4,3345.64
15266,338,6,852.21
15267,22,5,1717.36
15268,478,4,961.9
15269,23,3,1225.36
15270,15,31,8524.86
15271,7,26,4709.54
15272,57,6,2085.48
15273,599,1,228.96
15274,4,2,716.57
15275,31,2,615.14
15276,66,5,649.53
15277,46,2,476.34
15278,561,4,496.16
15279,354,7,1580.54
15280,172,3,406.22
15281,58,22,8543.57
15282,570,1,348.59
15283,390,4,148.33
15284,500,1,24.75
15285,407,1,94.92
15286,49,1,240.55
15287,22,6,856.03
15288,43,10,3883.13
15289,29,7,1593.09
15290,4,30,10496.28
15291,25,53,13846.56
15292,201,1,180.94
15293,665,1,247.5
15294,400,2,233.35
15295,654,1,217.24
15296,44,20,10342.83
15297,10,4,641.94
15298,2,29,9459.37
15299,67,15,7991.54
15300,64,1,496.44
15301,50,19,7603.44
15302,722,2,308.0
15303,290,4,1224.18
15304,60,11,919.55
15305,555,1,93.6
15306,64,10,3484.73
15307,95,1,205.3
15308,270,2,310.47
15309,610,10,797.96
15310,478,1,1634.64
15311,0,270,116771.16
15312,75,14,2930.19
15313,110,1,52.0
15314,199,4,820.45
15315,64,3,570.5
15316,326,1,165.0
15317,677,2,129.75
15318,3,1,312.62
15319,283,1,204.5
15320,44,1,267.13
15321,49,18,6709.73
15322,64,3,1390.86
15323,533,4,434.6
15324,701,1,140.22
15325,103,9,1602.01
15326,333,10,1700.52
15327,52,1,208.75
15328,407,1,107.24
15329,35,20,2984.33
15330,32,2,714.96
15331,499,4,767.91
15332,366,6,6553.74
15333,208,1,1028.56
15334,156,3,351.67
15335,53,1,173.97
15336,401,1,240.5
15337,402,2,373.02
15338,677,1,283.43
15339,66,11,1827.84
15340,561,1,105.5
15341,80,3,2402.72
15342,116,2,406.09
15343,87,1,364.5
15344,0,5,563.94
15345,35,2,393.54
15346,332,4,596.12
15347,366,6,1363.6
15348,72,1,158.04
15349,158,2,473.81
15350,373,2,663.25
15351,12,15,3738.29
15352,548,1,114.95
15353,254,8,3175.95
15354,598,7,284.4
15355,29,2,277.05
15356,31,13,3464.95
15357,682,1,0.0
15358,4,55,17050.41
15359,554,9,181.35
15360,39,1,427.93
15361,361,4,689.07
15362,448,2,613.08
15363,241,3,1004.11
15364,95,2,913.19
15365,25,15,4557.13
15366,75,7,2389.08
15367,57,13,5081.33
15368,21,2,722.74
15369,144,13,6251.26
15370,40,9,3739.01
15371,662,1,59.4
15372,137,10,6017.06
15373,8,18,3421.39
15374,128,2,307.32
15375,690,1,60.96
15376,40,3,1233.36
15377,382,5,1211.75
15378,462,2,246.5
15379,169,9,4877.84
15380,8,13,3479.06
15381,213,6,1890.57
15382,14,20,13733.55
15383,682,1,0.0
15384,169,5,2027.79
15385,40,3,942.08
15386,186,1,394.14
15387,492,1,468.65
15388,270,1,140.54
15389,172,5,2733.8
15390,396,2,1216.66
15391,570,2,289.87
15392,4,8,2911.62
15393,16,5,891.34
15394,9,13,5286.8
15395,325,1,107.45
15396,112,2,796.38
15397,289,1,94.0
15398,16,3,1345.53
15399,1,3,815.77
15400,92,9,1302.3
15401,452,2,216.95
15402,148,7,1830.54
15403,491,2,170.88
15404,375,1,257.06
15405,189,2,659.84
15406,18,6,975.87
15407,33,4,1056.44
15408,264,1,267.18
15409,701,2,131.25
15410,84,10,4685.72
15411,26,5,1358.88
15412,171,1,190.53
15413,430,7,6798.72
15414,9,3,774.9
15415,313,1,572.81
15416,64,9,4572.82
15417,85,1,508.8
15418,425,2,452.32
15419,24,1,135.86
15420,434,6,743.0
15421,58,10,3805.34
15422,323,8,1619.97
15423,38,4,266.89
15424,254,3,597.78
15425,400,4,1944.57
15426,19,11,2615.39
15427,33,3,1483.14
15428,15,4,762.75
15429,26,3,397.35
15430,467,3,954.75
15431,502,1,153.24
15432,23,4,320.76
15433,79,3,533.3
15434,8,13,2567.06
15435,22,1,149.29
15436,12,3,1122.53
15437,262,2,393.45
15438,131,1,156.58
15439,404,4,1269.05
15440,54,3,383.68
15441,396,3,1254.21
15442,248,1,594.0
15443,1,16,5175.93
15444,9,2,1418.26
15445,264,2,284.5
15446,376,5,406.95
15447,330,6,492.88
15448,312,2,788.81
15449,26,5,974.52
15450,30,1,429.84
15451,434,2,233.21
15452,29,6,1799.11
15453,1,7,1388.37
15454,362,2,307.69
15455,597,1,38.25
15456,283,10,2119.27
15457,262,1,237.07
15458,25,2,370.44
15459,417,2,202.83
15460,354,1,216.76
15461,460,3,429.7
15462,94,4,737.05
15463,29,1,126.14
15464,338,1,1048.85
15465,19,39,12655.65
15466,85,4,1571.01
15467,9,4,524.88
15468,35,7,1430.48
15469,43,6,874.25
15470,575,1,63.42
15471,2,3,1316.56
15472,113,1,371.56
15473,14,11,2046.0
15474,595,1,163.1
15475,77,1,454.11
15476,380,5,2209.98
15477,649,1,368.4
15478,40,3,2024.98
15479,733,1,147.4
15480,116,7,6279.0
15481,401,1,1993.34
15482,15,24,14592.56
15483,161,10,862.2
15484,1,7,4656.0
15485,30,8,5771.51
15486,527,1,102.0
15487,679,1,231.32
15488,92,5,431.92
15489,22,12,2419.61
15490,430,2,217.6
15491,95,7,3100.09
15492,28,2,659.46
15493,32,11,4314.98
15494,21,6,3780.05
15495,379,1,246.5
15496,631,1,146.14
15497,17,11,8657.39
15498,0,55,26039.58
15499,723,1,161.6
15500,8,4,1131.56
15501,404,2,402.5
15502,15,27,13993.47
15503,362,2,267.15
15504,81,5,423.85
15505,52,7,3610.96
15506,22,6,2040.03
15507,171,1,492.36
15508,189,6,1000.27
15509,380,1,166.51
15510,330,1,250.0
15511,11,5,909.23
15512,155,4,331.58
15513,31,41,27750.55
15514,12,20,6598.55
15515,387,1,171.81
15516,44,3,62.43
15517,233,1,267.03
15518,64,23,4218.94
15519,383,2,344.61
15520,1,1,343.5
15521,36,24,7106.69
15522,32,2,398.84
15523,84,18,17359.99
15524,24,2,591.4
15525,2,5,1295.7
15526,33,2,148.44
15527,18,31,5575.64
15528,254,1,229.33
15529,22,13,5111.95
15530,21,5,1813.72
15531,8,2,2007.44
15532,25,12,3771.9
15533,19,5,807.57
15534,725,1,162.25
15535,173,10,1087.82
15536,409,1,259.09
15537,163,1,110.92
15538,537,11,3358.4
15539,7,1,538.46
15540,11,2,460.68
15541,114,1,85.13
15542,512,4,918.45
15543,288,2,242.84
15544,8,26,8162.43
15545,54,2,428.05
15546,606,3,1079.1
15547,7,28,10154.39
15548,595,1,158.09
15549,77,9,2345.96
15550,4,14,2218.8
15551,36,9,1710.08
15552,217,2,252.52
15553,60,1,437.23
15554,277,1,217.2
15555,12,46,12112.35
15556,24,1,279.77
15557,28,1,473.65
15558,639,2,214.13
15559,568,1,1109.4
15560,397,2,153.52
15561,11,9,1934.39
15562,351,3,673.38
15563,8,11,2867.0
15564,463,2,70.74
15565,50,2,173.16
15566,392,2,227.87
15567,18,1,186.01
15568,2,3,758.29
15569,103,10,3586.35
15570,7,27,9311.04
15571,11,14,4051.63
15572,4,10,4068.67
15573,31,5,1207.18
15574,177,7,1518.7
15575,619,1,30.1
15576,37,1,940.67
15577,151,5,397.98
15578,162,1,127.1
15579,68,7,1302.5
15580,376,14,1381.19
15581,120,43,7794.59
15582,24,3,682.91
15583,376,1,107.86
15584,23,7,1277.5
15585,176,1,455.3
15586,591,4,1139.1
15587,50,7,1522.08
15588,677,1,579.6
15589,252,4,478.53
15590,289,6,1496.6
15591,582,3,217.9
15592,46,1,388.58
15593,70,1,199.8
15594,15,6,1771.78
15595,487,1,357.6
15596,100,16,3130.04
15597,29,3,563.37
15598,35,4,548.02
15599,26,3,1250.06
15600,428,5,1199.31
15601,11,35,14960.12
15602,8,25,3230.51
15603,78,3,88.48
15604,52,1,216.39
15605,36,10,1936.8
15606,57,19,5230.99
15607,336,13,1708.97
15608,28,5,1785.98
15609,182,2,298.48
15610,51,1,112.46
15611,9,32,2997.28
15612,36,2,195.15
15613,610,1,433.72
15614,428,7,3147.36
15615,10,54,21373.97
15616,438,1,317.11
15617,396,3,828.55
15618,32,5,776.85
15619,10,1,336.4
15620,50,8,1942.36
15621,4,6,1293.03
15622,3,30,7852.61
15623,141,8,2437.05
15624,116,4,588.13
15625,100,14,3236.4
15626,74,4,1067.52
15627,457,2,566.9
15628,4,21,5652.26
15629,450,4,2240.9
15630,45,4,1481.4
15631,642,1,596.67
15632,15,10,3285.31
15633,509,18,4352.46
15634,17,2,554.65
15635,395,1,100.35
15636,89,4,1444.58
15637,52,5,797.59
15638,301,9,2265.2
15639,134,5,1065.08
15640,4,34,23957.58
15641,105,12,5345.55
15642,729,1,105.78
15643,179,6,664.0
15644,166,4,813.0
15645,18,4,1055.17
15646,157,6,974.61
15647,415,1,169.0
15648,204,4,657.35
15649,336,4,2170.35
15650,515,3,553.88
15651,36,5,1259.06
15652,91,6,1420.34
15653,92,2,877.44
15654,9,2,922.53
15655,233,2,560.67
15656,45,4,748.5
15657,22,1,30.0
15658,190,13,2423.47
15659,43,3,532.49
15660,25,18,2812.99
15661,317,8,1215.95
15662,661,2,283.73
15663,106,1,138.14
15664,50,7,1254.03
15665,168,5,4015.12
15666,472,2,632.94
15667,39,1,301.32
15668,217,1,76.32
15669,40,5,684.34
15670,296,3,325.2
15671,18,10,2657.13
15672,725,1,45.3
15673,88,10,6414.79
15674,73,18,6948.23
15675,81,4,542.04
15676,9,5,3435.76
15677,49,3,1305.63
15678,52,3,1893.89
15679,24,4,781.28
15680,9,12,4507.58
15681,18,16,2989.7
15682,599,3,318.24
15683,117,2,524.54
15684,547,6,173.95
15685,450,1,55.98
15686,420,1,90.0
15687,8,11,2993.1
15688,418,1,190.57
15689,119,3,521.03
15690,4,2,239.76
15691,252,5,571.3
15692,28,1,191.04
15693,659,1,37.5
15694,0,29,10810.81
15695,266,4,1131.04
15696,33,21,3906.57
15697,689,1,246.75
15698,624,1,46.2
15699,17,1,309.65
15700,172,3,696.68
15701,2,4,1542.14
15702,476,2,140.39
15703,264,1,211.5
15704,140,8,3817.96
15705,201,1,143.1
15706,59,7,1060.56
15707,35,4,945.58
15708,40,14,4378.72
15709,283,2,327.85
15710,417,1,898.87
15711,556,2,420.25
15712,9,13,3472.41
15713,143,6,1010.79
15714,11,5,784.81
15715,555,5,658.02
15716,145,11,3056.81
15717,234,5,607.0
15718,540,1,293.79
15719,32,39,10223.06
15720,24,2,741.92
15721,11,1,507.08
15722,35,15,5258.1
15723,364,4,947.65
15724,201,5,310.85
15725,15,1,415.25
15726,390,1,321.91
15727,16,15,9445.51
15728,49,3,544.6
15729,198,5,192.55
15730,65,7,1726.58
15731,553,1,125.3
15732,212,12,1682.07
15733,282,1,162.3
15734,114,4,2263.3
15735,421,1,327.68
15736,430,3,1815.72
15737,14,12,1205.12
15738,18,45,13372.97
15739,66,1,449.12
15740,49,1,154.88
15741,458,2,208.62
15742,619,1,156.87
15743,16,4,784.46
15744,77,1,34.8
15745,8,6,1094.59
15746,134,2,196.88
15747,12,10,2562.61
15748,40,3,614.76
15749,235,4,44534.3
15750,2,24,6797.19
15751,460,14,1380.44
15752,39,10,4207.54
15753,304,1,79.2
15754,50,12,3037.61
15755,1,20,5993.12
15756,61,4,532.96
15757,65,6,2940.36
15758,24,1,205.25
15759,218,10,830.93
15760,630,5,13916.34
15761,442,1,143.05
15762,65,2,583.75
15763,31,3,1086.92
15764,81,14,4503.08
15765,666,1,370.63
15766,64,4,831.06
15767,641,2,0.0
15768,115,36,15601.09
15769,7,51,88704.32
15770,612,1,321.45
15771,604,3,1006.54
15772,418,1,280.88
15773,5,2,774.52
15774,68,7,1329.94
15775,245,2,150.5
15776,133,1,241.62
15777,241,9,1762.61
15778,431,1,307.95
15779,463,2,124.08
15780,183,3,475.28
15781,25,4,345.46
15782,9,6,4014.1
15783,10,1,246.3
15784,467,2,848.33
15785,29,26,5969.93
15786,43,9,8514.82
15787,26,3,948.05
15788,500,2,221.83
15789,358,7,1962.01
15790,10,1,220.85
15791,43,9,3608.34
15792,399,2,933.84
15793,9,9,2399.57
15794,736,2,777.0
15795,149,8,1979.87
15796,1,22,5175.83
15797,113,6,2821.08
15798,492,3,1535.37
15799,75,4,1424.29
15800,107,7,1242.58
15801,46,4,1063.95
15802,142,3,451.42
15803,51,4,1929.66
15804,0,19,4206.39
15805,23,40,10189.23
15806,46,3,784.58
15807,50,6,1817.52
15808,306,24,18409.93
15809,35,9,1274.44
15810,78,13,2999.04
15811,17,10,3890.52
15812,107,13,5201.47
15813,207,2,1303.91
15814,3,8,2634.44
15815,63,5,2100.6
15816,542,3,144.15
15817,420,3,2766.4
15818,588,1,340.5
15819,49,11,3934.79
15820,319,1,206.98
15821,44,2,570.96
15822,3,8,1840.06
15823,337,6,3897.17
15824,453,2,890.94
15825,172,1,532.94
15826,51,6,2598.28
15827,73,42,3794.07
15828,375,1,1108.82
15829,99,2,636.14
15830,29,2,576.0
15831,58,4,801.76
15832,254,1,836.79
15833,737,1,80.4
15834,70,9,3772.99
15835,44,4,954.09
15836,45,2,137.37
15837,64,2,777.01
15838,11,38,74163.0
15839,25,5,1048.49
15840,58,3,355.56
15841,64,12,2742.41
15842,388,3,548.8
15843,303,1,118.95
15844,46,1,130.74
15845,17,14,4426.28
15846,385,1,107.01
15847,38,5,822.57
15848,621,1,139.94
15849,596,1,0.0
15850,19,6,1058.72
15851,526,1,109.73
15852,186,3,257.26
15853,51,1,110.8
15854,4,21,5583.81
15855,136,6,1052.72
15856,4,58,34220.34
15857,18,2,570.48
15858,15,15,3960.37
15859,432,1,438.46
15860,40,17,2505.21
15861,12,15,4401.79
15862,8,13,2928.29
15863,25,5,358.7
15864,22,9,2180.76
15865,40,5,2248.92
15866,101,1,230.53
15867,5,35,9063.95
15868,583,1,94.53
15869,277,3,323.66
15870,32,4,862.61
15871,437,1,33.1
15872,14,4,795.68
15873,492,5,313.92
15874,63,25,11284.76
15875,646,1,111.72
15876,409,2,1449.14
15877,1,3,493.28
15878,561,2,330.77
15879,404,4,1157.3
15880,369,2,686.56
15881,312,8,501.39
15882,198,10,1495.98
15883,2,2,396.48
15884,432,3,249.7
15885,92,20,1951.82
15886,60,4,1052.87
15887,406,3,1027.15
15888,79,4,429.16
15889,156,9,1806.28
15890,394,5,535.65
15891,226,1,524.52
15892,669,1,128.2
15893,481,1,305.28
15894,253,2,420.29
15895,149,1,179.17
15896,624,1,0.0
15897,194,2,222.05
15898,1,29,5596.31
15899,368,1,112.5
15900,23,5,900.4
15901,16,9,703.22
15902,380,1,145.01
15903,9,15,8939.84
15904,8,1,164.68
15905,543,1,114.69
15906,19,12,2555.64
15907,3,3,967.45
15908,490,2,764.57
15909,173,1,191.94
15910,0,15,2681.8
15911,448,10,1702.34
15912,178,9,1074.7
15913,534,1,6.3
15914,378,2,205.99
15915,401,1,429.21
15916,16,17,3427.17
15917,247,5,560.63
15918,190,3,582.88
15919,19,2,910.61
15920,154,9,571.64
15921,172,4,802.11
15922,372,2,739.0
15923,372,1,254.16
15924,731,1,102.82
15925,194,1,207.15
15926,542,1,134.44
15927,647,1,123.39
15928,656,1,293.53
15929,644,1,594.0
15930,67,1,426.63
15931,428,1,239.9
15932,4,11,2495.87
15933,21,3,1107.46
15934,417,2,2190.66
15935,239,3,416.86
15936,379,2,282.79
15937,64,1,145.35
15938,112,9,734.81
15939,89,17,9060.39
15940,311,3,35.8
15941,513,2,405.0
15942,133,1,337.44
15943,649,2,271.29
15944,276,4,2164.24
15945,365,4,827.27
15946,502,3,2304.18
15947,82,1,1708.24
15948,8,3,1509.09
15949,16,2,364.72
15950,1,13,7180.71
15951,1,4,1013.17
15952,33,4,806.57
15953,15,21,3669.55
15954,589,1,190.75
15955,24,25,8658.36
15956,551,2,617.6
15957,31,3,930.1
15958,74,4,492.99
15959,682,3,579.49
15960,374,5,410.95
15961,379,1,451.29
15962,449,1,295.83
15963,19,2,470.76
15964,663,1,272.96
15965,17,14,3013.09
15966,444,2,426.53
15967,23,13,3041.6
15968,388,1,418.05
15969,2,6,1127.05
15970,303,2,1017.32
15971,17,20,5902.83
15972,456,5,1810.27
15973,235,5,988.44
15974,39,8,3442.15
15975,84,1,371.01
15976,165,6,1746.64
15977,17,2,1054.73
15978,77,5,3279.42
15979,602,1,329.22
15980,88,9,6593.68
15981,24,27,9362.77
15982,605,1,324.51
15983,22,8,3958.82
15984,2,32,8759.32
15985,123,8,2715.28
15986,30,2,354.42
15987,12,8,1682.13
15988,19,3,770.09
15989,375,2,372.51
15990,44,7,2010.05
15991,534,1,150.55
15992,3,3,896.6
15993,8,10,2797.57
15994,54,5,1202.18
15995,414,1,696.19
15996,88,8,1686.9
15997,617,1,0.0
15998,36,21,8308.34
15999,735,1,20.4
